NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,131,143,148,99,115
Educación Básica Obligatoria,113,120,122,78,88
Educación Infantil Especial,3,4,4,3,3
Programa Formación Transición Vida Adulta,15,19,22,18,24
