NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,648,657,690,700,714
ESO,371,356,355,362,326
Bachillerato,172,164,166,131,127
FP GM,105,137,169,192,237
FP GS,0,0,0,15,24
