NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,678,630,633,614,618
Infantil II Ciclo,281,195,147,103,91
Primaria,397,435,486,464,408
ESO,0,0,0,47,119
