NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,140,127,121,123,130
Infantil I Ciclo,0,0,0,22,30
Infantil II Ciclo,40,35,29,26,25
Primaria,100,92,92,75,75
