NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,260,274,307,342,367
ESO,198,206,237,270,280
Bachillerato,62,63,58,59,69
Programas Profesionales Modalidad Especial,0,5,12,13,18
