NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1114,1102,1023,1016,1144
FP GM,280,353,332,359,427
FP GS,678,579,502,468,515
FPB,156,170,189,189,202
