NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1009,1039,1059,1058,1061
Infantil II Ciclo,373,366,358,327,305
Primaria,636,673,701,731,756
