NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,405,394,381,391,382
Infantil II Ciclo,100,93,104,97,94
Primaria,305,301,277,294,283
Educación Básica Obligatoria,0,0,0,0,5
