NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,710,757,836,830,862
ESO,442,479,545,556,599
Bachillerato,260,270,278,263,252
Programas Profesionales Modalidad Especial,8,8,13,11,11
