NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,722,687,689,678,661
Infantil II Ciclo,216,213,204,208,205
Primaria,506,474,485,467,451
Educación Básica Obligatoria,0,0,0,3,4
Educación Infantil Especial,0,0,0,0,1
