NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1108,1117,1119,1104,1119
ESO,555,618,639,609,603
Bachillerato,167,161,169,185,191
FP GM,106,113,96,97,103
FP GS,280,225,215,213,222
