NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,695,658,703,738,781
ESO,383,325,362,369,384
Bachillerato,214,202,195,203,222
FP GM,51,57,53,58,59
FP GS,18,43,65,81,86
FPB,29,31,28,27,30
