NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,304,281,330,319,300
Infantil I Ciclo,0,0,41,40,41
Infantil II Ciclo,61,52,54,50,58
Primaria,243,229,235,229,201
