NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,523,595,653,768,778
ESO,420,471,513,583,590
Bachillerato,103,124,140,164,144
FP GM,0,0,0,21,44
