NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,981,1096,1169,1075,1184
ESO,16,23,24,19,22
FP GM,192,326,374,262,287
FP GS,707,678,700,726,790
FPB,41,44,48,53,66
Programas Profesionales Modalidad Especial,25,25,23,15,19
