NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,87,91,88,84,88
Educación Básica Obligatoria,63,61,58,58,60
Educación Infantil Especial,16,19,19,16,14
Programa Formación Transición Vida Adulta,8,11,11,10,14
