NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,349,329,355,345,329
Infantil I Ciclo,0,0,30,39,40
Infantil II Ciclo,88,74,82,85,81
Primaria,261,255,243,221,208
