NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,480,471,490,503,515
ESO,330,299,284,263,261
Bachillerato,110,97,114,117,116
FP GM,0,30,37,36,43
FP GS,0,0,20,52,52
FPB,40,41,29,29,32
Programas Profesionales Modalidad Especial,0,4,6,6,11
