NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,663,657,647,620,593
Infantil II Ciclo,147,140,135,124,117
Primaria,318,313,320,295,287
ESO,198,204,192,201,189
