NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,467,559,622,677,724
ESO,294,369,455,517,539
Bachillerato,134,131,100,100,120
FPB,39,59,67,60,65
