NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,855,866,771,701,825
FP GM,559,528,451,330,375
FP GS,249,290,269,330,401
FPB,47,48,51,41,49
