NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,552,573,639,737,813
ESO,350,352,435,477,481
Bachillerato,105,110,75,88,121
FP GM,49,49,54,71,86
FP GS,48,50,64,76,83
FPB,0,12,11,25,42
