NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,584,632,674,735,779
ESO,198,197,255,267,256
Bachillerato,77,65,58,63,93
FP GM,111,133,123,162,165
FP GS,172,193,191,186,193
FPB,26,44,47,57,72
