NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1292,1221,1239,1208,1193
ESO,440,431,473,452,414
Bachillerato,120,130,132,118,112
FP GM,394,394,355,344,382
FP GS,338,266,279,294,285
