NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,470,547,667,758,866
ESO,304,320,336,332,371
Bachillerato,138,145,137,134,124
FP GM,0,0,56,101,129
FP GS,28,82,138,191,242
