NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,887,923,850,917,1039
FP GM,300,328,303,298,322
FP GS,467,469,445,507,598
FPB,120,126,102,112,119
