NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,110,110,113,115,121
Educación Básica Obligatoria,80,78,96,85,83
Educación Infantil Especial,10,9,0,11,16
Programa Formación Transición Vida Adulta,20,23,17,19,22
