NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,654,630,624,607,587
Infantil II Ciclo,146,128,120,113,119
Primaria,305,301,305,287,278
ESO,203,201,199,207,190
