NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,869,942,946,942,898
ESO,675,698,639,635,598
Bachillerato,194,215,266,260,236
FP GM,0,29,41,47,46
FP GS,0,0,0,0,18
