NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1054,972,890,822,768
ESO,554,510,490,462,447
Bachillerato,400,354,336,360,321
FP GM,53,66,37,0,0
FP GS,47,42,27,0,0
