NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,138,135,120,101,116
Infantil I Ciclo,88,89,96,89,116
Infantil II Ciclo,50,46,24,12,0
