NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,845,818,834,820,825
ESO,373,352,397,393,386
Bachillerato,344,345,332,333,343
FP GM,41,39,30,31,30
FP GS,87,82,75,63,66
