NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1009,1117,1203,1173,1265
ESO,543,551,639,621,635
Bachillerato,302,296,248,205,235
FP GM,41,74,73,103,140
FP GS,84,116,140,150,175
FPB,26,68,90,83,73
Programas Profesionales Modalidad Especial,13,12,13,11,7
