NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,790,893,1035,1155,1193
ESO,509,551,605,617,613
Bachillerato,156,165,154,174,174
FP GM,40,47,87,137,150
FP GS,0,24,79,98,100
FPB,70,89,96,116,143
Programas Profesionales Modalidad Especial,15,17,14,13,13
