NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,663,691,711,715,686
ESO,369,369,394,436,413
Bachillerato,117,125,120,103,122
FP GM,44,40,31,19,25
FP GS,81,109,120,113,86
FPB,30,31,31,32,26
Programas Profesionales Modalidad Especial,22,17,15,12,14
