NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,864,852,848,886,1022
ESO,29,29,26,24,31
FP GM,242,245,257,228,317
FP GS,409,394,406,457,513
FPB,184,184,159,177,161
