NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,89,96,95,122,141
Educación Básica Obligatoria,63,65,81,85,96
Educación Infantil Especial,10,14,0,24,27
Programa Formación Transición Vida Adulta,16,17,14,13,18
