NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,830,886,914,967,993
ESO,507,540,574,608,601
Bachillerato,151,139,111,119,129
FP GM,43,79,83,81,89
FP GS,63,65,80,100,110
FPB,66,63,66,59,64
