NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,132,139,107,107,112
Infantil I Ciclo,89,84,89,98,112
Infantil II Ciclo,43,55,18,9,0
