NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1059,1073,1082,1115,1090
ESO,720,737,738,755,742
Bachillerato,269,268,273,280,248
FPB,70,68,71,80,100
