NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,608,553,514,542,528
Infantil I Ciclo,0,0,0,38,40
Infantil II Ciclo,143,145,162,169,176
Primaria,465,408,352,335,312
