NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,187,211,289,312,305
Infantil I Ciclo,0,0,35,30,39
Infantil II Ciclo,31,57,61,83,79
Primaria,156,154,193,199,187
