NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,192,218,217,227,232
Infantil II Ciclo,55,65,61,61,60
Primaria,132,141,144,147,150
Educación Básica Obligatoria,4,12,12,14,16
Educación Infantil Especial,1,0,0,5,6
