NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,228,228,258,270,267
Infantil I Ciclo,0,0,38,39,37
Infantil II Ciclo,68,72,78,89,93
Primaria,160,156,142,142,137
