NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,248,219,288,278,262
Infantil I Ciclo,0,0,33,40,37
Infantil II Ciclo,48,44,58,66,61
Primaria,200,175,197,172,164
