NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,671,662,634,609,616
Infantil II Ciclo,187,205,211,199,184
Primaria,462,436,410,395,414
Educación Básica Obligatoria,22,21,13,13,13
Educación Infantil Especial,0,0,0,2,5
