NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,173,171,161,185,194
Educación Básica Obligatoria,142,132,132,137,131
Educación Infantil Especial,5,8,0,18,19
Programa Formación Transición Vida Adulta,26,31,29,30,44
