NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,91,84,87,96,104
Educación Básica Obligatoria,62,60,67,67,63
Educación Infantil Especial,7,7,0,10,9
Programa Formación Transición Vida Adulta,22,17,20,19,32
