NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,120,121,119,101,111
Infantil I Ciclo,64,68,82,82,111
Infantil II Ciclo,56,53,37,19,0
