NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,992,1002,989,982,927
Infantil II Ciclo,186,207,223,205,178
Primaria,563,532,476,458,419
ESO,243,263,290,319,330
