NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,115,117,120,129,143
Educación Básica Obligatoria,86,86,92,100,101
Educación Infantil Especial,4,6,7,9,11
Programa Formación Transición Vida Adulta,25,25,21,20,31
