NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,454,407,380,427,419
ESO,454,407,360,312,255
Bachillerato,0,0,20,104,136
FPB,0,0,0,11,28
