NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,543,545,530,518,518
ESO,395,389,373,330,296
Bachillerato,94,100,98,91,98
FP GM,29,38,39,68,97
FP GS,0,10,20,29,27
FPB,25,8,0,0,0
