NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,154,141,147,162,185
Educación Básica Obligatoria,109,95,103,113,120
Educación Infantil Especial,9,11,15,23,22
Programa Formación Transición Vida Adulta,36,35,29,26,43
