NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,124,121,109,92,98
Infantil I Ciclo,58,56,74,79,98
Infantil II Ciclo,66,65,35,13,0
