NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,159,140,129,161,183
Educación Básica Obligatoria,115,102,96,110,124
Educación Infantil Especial,12,15,19,29,28
Programa Formación Transición Vida Adulta,32,23,14,22,31
