NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,218,226,251,242,228
Infantil II Ciclo,63,61,70,67,66
Primaria,155,156,170,156,144
Educación Básica Obligatoria,0,4,5,13,14
Educación Infantil Especial,0,5,6,6,4
