NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,470,442,453,451,449
Infantil I Ciclo,0,0,0,36,36
Infantil II Ciclo,132,135,132,121,114
Primaria,338,307,321,294,299
