NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1039,969,1012,1087,1145
ESO,513,484,523,551,568
Bachillerato,190,168,148,132,127
FP GM,105,95,114,139,143
FP GS,150,135,162,204,240
FPB,81,87,65,61,67
