NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,189,183,221,218,233
Infantil II Ciclo,53,53,70,65,62
Primaria,134,126,140,144,152
Educación Básica Obligatoria,0,1,7,9,14
Educación Infantil Especial,2,3,4,0,5
