NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,902,850,838,789,896
FP GM,160,165,179,124,164
FP GS,655,621,596,606,682
FPB,69,55,48,44,36
Programas Profesionales Modalidad Especial,18,9,15,15,14
