NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,1421,1354,1267,1240,1225
ESO,429,437,509,540,547
Bachillerato,555,540,470,441,428
FP GM,78,107,92,102,90
FP GS,359,270,196,157,160
