NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,917,1023,1132,1289,1280
ESO,709,844,895,946,910
Bachillerato,208,179,194,257,264
FP GM,0,0,29,52,56
FP GS,0,0,14,34,50
