NÚMERO DE ALUMNOS,2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Total,257,232,218,213,201
Infantil II Ciclo,54,46,42,40,38
Primaria,111,101,103,95,91
ESO,92,85,73,78,70
Educación Infantil Especial,0,0,0,0,2
